no,sbsncd,sbsnnm_1,bbsncd_1,mbsncd_1,area
1003,202001#01,함안군(계내리) s to 202004#01,20,2020,
1004,202002#01,창녕군(강리) s to 202002#02,20,2020,
1005,202002#02,계성천 n to 202004#02,20,2020,
1006,202003#01,함안군(소랑교) s to 202004#03,20,2020,
1007,202004#01,계성천합류전 n to 202004#02,20,2020,
1008,202004#02,광려천합류전 n to 202004#03,20,2020,
1009,202004#03,창녕함안보 f to 202005#01,20,2020,
1010,202005#01,창녕군(청암리) s to 202006#01,20,2020,
1011,202006#01,신천합류후 n to 202010#01,20,2020,
1012,202007#01,밀양시(판곡교) s to 202007#02,20,2020,
1013,202007#02,밀양시(인교) s to 202007#03,20,2020,
1014,202007#03,청도천 n to 202010#01,20,2020,
1015,202008#01,주천강 n to 202010#03,20,2020,
1016,202009#01,진례저수지 f to 202009#02,20,2020,
1017,202009#02,김해시(오서교) s to 202009#03,20,2020,
1018,202009#03,화포천 n to 202010#04,20,2020,
1019,202010#01,창원시(수산대교) s to 202010#02,20,2020,
1020,202010#02,주천강합류전 n to 202010#03,20,2020,
1021,202010#03,화포천합류전 n to 202010#04,20,2020,
1022,202010#04,밀양강합류전 n to 202201#01,20,2020,
1023,202101#01,경주시(의곡교) s to 202101#02,20,2021,
1024,202101#02,경주시(매곡교) s to 202101#03,20,2021,
1025,202101#03,운문천합류전 n to 202101#06,20,2021,
1026,202101#04,청도군(신원1교) s to 202101#05,20,2021,
1027,202101#05,운문천 n to 202101#06,20,2021,
1028,202101#06,운문댐 f to 202102#01,20,2021,
1029,202102#01,청도군(임당교) s to 202102#02,20,2021,
1030,202102#02,청도군(매전교) s to 202102#03,20,2021,
1031,202102#03,동창천 n to 202108#01,20,2021,
1032,202103#01,청도천상류 n to 202104#01,20,2021,
1033,202104#01,청도군(원리) s to 202104#02,20,2021,
1034,202104#02,청도천하류 n to 202108#01,20,2021,
1035,202105#01,양산시(대리) s to 202105#02,20,2021,
1036,202105#02,밀양댐 f to 202105#03,20,2021,
1037,202105#03,밀양댐하류 n to 202107#01,20,2021,
1038,202106#01,동천 n to 202107#02,20,2021,
1039,202107#01,단장-동천합류전 n to 202107#02,20,2021,
1040,202107#02,밀양시(금곡리) s to 202107#03,20,2021,
1041,202107#03,단장천 n to 202108#03,20,2021,
1042,202108#01,밀양시(상동교) s to 202108#02,20,2021,
1043,202108#02,단장천합류전 n to 202108#03,20,2021,
1044,202108#03,밀양시(용평동) s to 202108#04,20,2021,
1045,202108#04,밀양수위표 n to 202109#01,20,2021,
1046,202109#01,밀양시(남천교) s to 202109#02,20,2021,
1047,202109#02,밀양시(남포동) s to 202109#03,20,2021,
1048,202109#03,밀양시(삼상교) s to 202109#04,20,2021,
1049,202109#04,밀양강 n to 202201#01,20,2021,
1050,202201#01,밀양시(삼랑진교) s to 202201#02,20,2022,
1051,202201#02,원동천합류전 n to 202202#01,20,2022,
1052,202202#01,김해시(월촌리) s to 202205#01,20,2022,
1053,202203#01,양산시(효충교) s to 202203#02,20,2022,
1054,202203#02,양산천상류 n to 202204#01,20,2022,
1055,202204#01,양산시(양산교) s to 202204#02,20,2022,
1056,202204#02,양산시(호포대교) s to 202205#01,20,2022,
1057,202205#01,부산시(구포대교) s to 202208#01,20,2022,
1058,202206#01,김해시(정천교) s to 202206#02,20,2022,
1059,202206#02,조만강 n to 202207#03,20,2022,
1060,202207#01,부산시(강동교) s to 202207#02,20,2022,
1061,202207#02,조만강합류전 n to 202207#03,20,2022,
1062,202207#03,서낙동강 n to 000000#02,20,2022,
1063,202208#01,낙동강하구언 f to 000000#01,20,2022,
1064,210101#01,경주시(망성교) s to 210101#02,21,2101,
1065,210101#02,형산강상류 n to 210108#01,21,2101,
1066,210102#01,경주시(효현교) s to 210102#02,21,2101,
1067,210102#02,대천 n to 210108#01,21,2101,
1068,210103#01,남천합류전 n to 210108#02,21,2101,
1069,210104#01,덕동저수지 f to 210105#01,21,2101,
1070,210105#01,보문저수지 f to 210105#02,21,2101,
1071,210105#02,북천 n to 210108#04,21,2101,
1072,210106#01,칠평천 n to 210108#06,21,2101,
1073,210107#01,경주시(달성교) s to 210107#02,21,2101,
1074,210107#02,안계댐수로합류전 n to 210107#05,21,2101,
1075,210107#03,안계댐여수로 n to 210107#04,21,2101,
1076,210107#04,안계댐수로 n to 210107#05,21,2101,
1077,210107#05,기계천 n to 210108#07,21,2101,
1078,210108#01,남천합류전 n to 210108#02,21,2101,
1079,210108#02,경주시(서천교) s to 210108#03,21,2101,
1080,210108#03,북천합류전 n to 210108#04,21,2101,
1081,210108#04,경주시(모아리) s to 210108#05,21,2101,
1082,210108#05,칠평천합류전 n to 210108#06,21,2101,
1083,210108#06,기계천합류전 n to 210108#07,21,2101,
1084,210108#07,경주시(강동대교) s to 210109#01,21,2101,
1085,210109#01,경주시(국당리) s to 210109#02,21,2101,
1086,210109#02,포항시(형산교) s to 210109#03,21,2101,
1087,210109#03,형산강하류 n to 000000#01,21,2101,
