no,obs_code,management,name_K,name_E,watershed,river,address,long,lat
370,2015630,환경부,거창군(남하교),Geochanggun(Namhagyo),낙동강,황강,경상남도 거창군 남상면 월평리 855-15 (남하교),127.940278,35.671667
371,2015635,수자원공사,거창군(거열교),Geochanggun(Geoyeolgyo),낙동강,거창위천,경상남도 거창군 거창읍 상림리 거열교,127.897778,35.683056
372,2015637,수자원공사,합천군(술곡교),Hapcheongun(Sulgokgyo),낙동강,사천천,경상남도 합천군 봉산면 술곡리 술곡교,127.988611,35.580556
373,2015655,수자원공사,거창군(지산교),Geochanggun(Jisangyo),낙동강,가천천,경상남도 거창군 가조면 기리 지산교,128.014167,35.666111
374,2015680,수자원공사,합천군(합천댐),Hapcheongun(Hapcheondam),낙동강,황강,경상남도 합천군 용주면 죽죽리 산24-16,128.041944,35.557778
375,2016630,수자원공사,합천군(합천댐방수로),Hapcheongun(Hapcheondambangsuro),낙동강,황강,경상남도 합천군 용주면 가호리 553,128.067222,35.545278
376,2016635,수자원공사,합천군(합천조정지댐),Hapcheongun(Hapcheonjojeongjidam),낙동강,황강,경상남도 합천군 용주면 봉기리 산116-1,128.084722,35.540278
377,2016640,수자원공사,합천군(합천조정지방수로),Hapcheongun(Hapcheonjojeongjibangsuro),낙동강,황강,경상남도 합천군 용주면 봉기리 산116-1,128.084444,35.540278
378,2016650,환경부,합천군(남정교),Hapcheongun(Namjeonggyo),낙동강,황강,경상남도 합천군 대양면 정양리 613 (남정교),128.161667,35.5575
379,2016680,환경부,합천군(황강교),Hapcheongun(Hwangganggyo),낙동강,황강,경상남도 합천군 적중면 죽고리 922-1 (황강교),128.292778,35.571944
380,2017620,환경부,합천군(적포교),Hapcheongun(Jeokpogyo),낙동강,낙동강,경상남도 합천군 청덕면 앙진리 1 (적포교),128.359167,35.5275
381,2017630,환경부,의령군(대곡교),Uiryeonggun(Daegokgyo),낙동강,신반천,경상남도 의령군 부림면 대곡리 996 (대곡교),128.347778,35.484722
382,2017640,환경부,창녕군(유어교),Changnyeonggun(Yueogyo),낙동강,토평천,경상남도 창녕군 이방면 성산리 200-4 (유어교),128.376667,35.519722
383,2017670,환경부,의령군(여의리),Uiryeonggun(Yeouiri),낙동강,낙동강,경상남도 의령군 부림면 경산리 679 (박진교),128.375833,35.44
384,2017685,환경부,의령군(세간교),Uiryeonggun(Segangyo),낙동강,유곡천,경상남도 의령군 유곡면 세간리 29-4 (세간교),128.35,35.443333
385,2018608,수자원공사,함양군(금천리),Hamyanggun(Gumchunri),낙동강,남강,경상남도 함양군 안의면 금천리 80-2,127.815278,35.6275
386,2018609,환경부,함양군(안의교),Hamyanggun(Anuigyo),낙동강,남강,경상남도 함양군 안의면 금천리 254-1 (안의교),127.813333,35.629167
387,2018620,수자원공사,함양군(용평리),Hamyanggun(Yongpyungri),낙동강,함양위천,경상남도 함양군 함양읍 용평리 915-88,127.731389,35.513611
388,2018623,수자원공사,함양군(대웅교),Hamyanggun(Daeunggyo),낙동강,함양위천,경상남도 함양군 암양읍 백천리 대웅교,127.781667,35.514722
389,2018630,수자원공사,함양군(의탄리),Hamyanggun(Eutanri),낙동강,임천,경상남도 함양군 마천면 의탄리 1281,127.682778,35.401667
390,2018635,수자원공사,함양군(화촌리),Hamyanggun(Hwachonri),낙동강,임천,경상남도 함양군 유림면 화촌리 1074-1,127.791111,35.464444
391,2018640,환경부,산청군(고읍교),Sancheonggun(Goeupgyo),낙동강,남강,경상남도 산청군 생초면 하촌리 160-6 (고읍교),127.829722,35.490278
392,2018645,수자원공사,산청군(경호교),Sancheonggun(Gyunghogyo),낙동강,남강,경상남도 산청군 산청읍 산청리 349 경호교,127.874444,35.417778
393,2018650,수자원공사,산청군(수산교),Sancheonggun(Susangyo),낙동강,남강,경상남도 산청군 신안면 신안리 804-35 수산교,127.94,35.3375
394,2018655,수자원공사,합천군(소오리),Hapchungun(Sohori),낙동강,양천,경상남도 합천군 삼가면 소오리 451-1,128.1175,35.413889
395,2018662,환경부,산청군(소이교),Sancheong-gun(Soigyo),낙동강,신등천,경상남도 산청군 신안면 외고리 431-1 (소이교),128.0075,35.359722
396,2018665,수자원공사,산청군(하정리),Sancheonggun(Hajungri),낙동강,양천,경상남도 산청군 신안면 하정리 813-1,127.995833,35.32
397,2018673,수자원공사,산청군(원리교),Sancheonggun(wonrigyo),낙동강,덕천강,경상남도 산청군 시천면 원리 원리교,127.835833,35.276667
398,2018674,환경부,산청군(묵곡교),Sancheong-gun(Mukgokgyo),낙동강,남강,경상남도 산청군 단성면 묵곡리 140-11 (묵곡교),127.962778,35.282222
399,2018680,수자원공사,산청군(창촌리),Sancheonggun(Changchonri),낙동강,덕천강,경상남도 산청군 단성면 창촌리 산1-5,127.8925,35.269722
400,2018685,수자원공사,하동군(대곡리),Hadonggun(Daegokri),낙동강,덕천강,경상남도 하동군 옥종면 대곡리 275-2,127.920278,35.178333
401,2018690,수자원공사,진주시(내평리),Jinjusi(Naepyungri),낙동강,덕천강,경상남도 진주시 내동면 내평리 산15-1,128.021111,35.150556
402,2018692,수자원공사,사천시(검정리),Sachunsi(Gumjungri),낙동강,가화천,경상남도 사천시 곤양면 검정리 47-1,128.032778,35.080278
403,2018695,수자원공사,진주시(판문동),Jinjusi(Panmundong),낙동강,남강,경상남도 진주시 판문동 1070,128.029722,35.176389
404,2018698,수자원공사,진주시(남강댐방수로),Jinjusi(Namgangdambangsuro),낙동강,남강,경상남도 진주시 내동면 삼계리 1088,128.035,35.161667
405,2019610,환경부,고성군(두문교),Goseonggun(Dumungyo),낙동강,영천강,경상남도 고성군 영오면 오서리 1611-1 (두문교),128.190833,35.098611
406,2019615,수자원공사,진주시(장대동),Jinjusi(Jangdaedong),낙동강,남강,경상남도 진주시 장대동 356-17,128.086667,35.190278
407,2019620,환경부,함안군(송도교),Hamangun(Songdogyo),낙동강,남강,경상남도 함안군 대산면 구혜리 927-1 (송도교),128.415278,35.360833
408,2019625,환경부,진주시(옥산교),Jinjusi(Oksangyo),낙동강,영천강,경상남도 진주시 문산읍 옥산리 39-2(옥산교),128.156389,35.163333
409,2019635,환경부,진주시(덕오리),Jinjusi(Deogori),낙동강,남강,경상남도 진주시 집현면 덕오리 22-2,128.136944,35.2375
410,2019640,환경부,진주시(월강교),Jinjusi(Wolganggyo),낙동강,남강,경상남도 진주시 진성면 가진리 1718 (월강교),128.198889,35.2225
411,2019647,환경부,진주시(장박교),Jinjusi(Jangbakgyo),낙동강,남강,경상남도 진주시 지수면 청담리 1684-1 (장박교),128.272222,35.256111
412,2019653,환경부,의령군(공단교),Uiryeonggun(Gongdangyo),낙동강,의령천,경상남도 의령군 의령읍 동동리 845-2(공단교),128.268611,35.317222
413,2019655,환경부,의령군(정암교),Uiryeonggun(Jeongamgyo),낙동강,남강,경상남도 의령군 의령읍 정암리 430-43 ((구)정암교),128.295278,35.313333
414,2019680,환경부,함안군(서촌리),Hamangun(Seochonri),낙동강,함안천,경상남도 함안군 대산면 서촌리 산99-2 (악양교 하류),128.400556,35.331667
415,2019685,환경부,함안군(대사교),Hamangun(Daesagyo),낙동강,함안천,경상남도 함안군 함안면 대산리 1242-2(대사교),128.425833,35.255
416,2019695,환경부,의령군(성산리),Uiryeonggun(Seongsanri),낙동강,남강,경상남도 의령군 지정면 성산리 1106-4,128.429167,35.390833
417,2020603,환경부,밀양시(판곡교),Miryangsi(Pangokgyo),낙동강,청도천,경상남도 밀양시 무안면 죽월리 672-1 (판곡교),128.653611,35.504444
418,2020605,환경부,창녕군(강리),Changnyeonggun(Gangri),낙동강,계성천,경상남도 창녕군 장마면 강리 1085-1 (화영삼거리 부?,128.4625,35.4575
419,2020615,환경부,함안군(계내리),Hamangun(Gyenaeri),낙동강,낙동강,경상남도 함안군 칠서면 계내리 343 (진동양수장옆),128.483611,35.383333
420,2020640,환경부,함안군(소랑교),Hamangun(Soranggyo),낙동강,광려천,경상남도 함안군 칠북면 덕남리 328-4 (소랑교),128.5225,35.381389
421,2020646,환경부,함안군(창녕함안보하),Hamangun(Changnyeong·HamanboDN),낙동강,낙동강,경상남도 함안군 칠북면 봉촌리 257,128.553333,35.376944
422,2020647,환경부,창녕군(창녕함안보상),Changnyeonggun(Changnyeong·HamanboUP),낙동강,낙동강,경상남도 창녕군 길곡면 오호리 1001-1,128.550556,35.383056
423,2020650,환경부,창녕군(청암리),Changnyeonggun(Cheongamri),낙동강,낙동강,경상남도 창녕군 부곡면 청암리 1110 (청암취수장옆),128.600833,35.395556
424,2020651,환경부,밀양시(인교),Miryangsi(Ingyo),낙동강,청도천,경상남도 밀양시 초동면 오방리 682 (인교),128.651111,35.425556
425,2020675,환경부,창원시(수산대교),Changwonsi(Susandaegyo),낙동강,낙동강,경상남도 창원시 의창구 대산면 모산리 701 (수산대교,128.714167,35.365556
426,2020680,환경부,김해시(오서교),Gimhaesi(Oseogyo),낙동강,화포천,경상남도 김해시 한림면 금곡리 1015 (오서교),128.815,35.336111
427,2021610,환경부,경주시(의곡교),Gyeongjusi(Uigokgyo),낙동강,동창천,경상북도 경주시 산내면 의곡리 591-40 (의곡교),129.0475,35.758611
428,2021612,수자원공사,청도군(신원교),Cheongdogun(Sinwongyo),낙동강,운문천,경상북도 청도군 운문면 오진리 신원1교,128.961944,35.688333
429,2021620,수자원공사,청도군(운문댐),Cheongdogun(Unmundam),낙동강,동창천,경상북도 청도군 운문면 대천리 114,128.915556,35.723056
430,2021625,수자원공사,청도군(임당리),Cheongdogun(Imdangri),낙동강,동창천,경상북도 청도군 금천면 임당리 990-1,128.916389,35.705833
431,2021630,수자원공사,청도군(당호리),Cheongdogun(Danghori),낙동강,동창천,경상북도 청도군 매전면 당호리 558,128.866667,35.673333
432,2021635,수자원공사,경주시(매곡교),Gyeongjusi(Magokgyo),낙동강,동창천,경상북도 경주시 산내면 신원리 매곡교,128.983611,35.76
433,2021640,환경부,청도군(원리),Cheongdogun(Wonri),낙동강,청도천,경상북도 청도군 청도읍 원리 988-1,128.762778,35.619722
434,2021650,수자원공사,양산시(대리),Yangsansi(Daeri),낙동강,단장천,경상남도 양산시 원동면 대리 995,128.980833,35.479167
